Morning Snack1,Morning Snack2,Lunch1,Lunch2,Lunch3,Lunch4,Lunch5,Afternoon Snack1,Afternoon Snack2,Dinner1,Dinner2,Dinner3,Dinner4,Dinner5
S_corn soup,#N/A,steamed black rice,beef daikon soup,steamed cod in marinade sauce,stir-fried broccoli and garlic,napa cabbage kimchi,S_sweet pumpkin honey steam,S_milk (150ml),steamed sweet millet rice,mugwort meat dumpling soup,fried eggs with tofu,napa cabbage kimchi,napa cabbage and soft crab salad
S_milk bread roll + strawberry jam,S_kiwi,steamed millet rice,chard soy paste soup,stir-fried pork and mushroom,braised burdock slices,radish kimchi cubes,S_pan-fried cabbage with cheese,#N/A,steamed black rice,cod soup,braised beef shreds,parboiled broccoli,napa cabbage kimchi
S_Yaksik (sweet rice with jujube),#N/A,steamed white rice (add),banquet noodles,stir-fried anchovy,#N/A,napa cabbage kimchi,S_yoghurt (100ml),S_nuts,steamed millet rice,chard soup,steamed pork and sweet pumpkin,seasoned salad with lettuce and apple,radish kimchi cubes
S_Korean melon,#N/A,steamed mung bean rice,clam seaweed soup,steamed eggs with vegetables,seasoned salad with bellflower root and pear,napa cabbage kimchi,S_rice ball with fried tofu,S_milk (150ml),steamed white rice (add),S_mixed noodles with cucumber,fish cutlet,radish kimchi cubes,#N/A
S_soft crab porridge,#N/A,steamed sweet brown rice,groundsel soy paste soup,braised pork in soy sauce,stir-fried zucchini,napa cabbage kimchi,S_fried vegetables,S_milk (100ml),steamed mung bean rice,tuna seaweed soup,rolled omelette with vegetables,seasoned salad with bellflower root and cucumber,napa cabbage kimchi
S_milk (150ml),#N/A,steamed millet rice,Yangsongyi mushroom soup,hamburger steak,corn salad (olive oil dressing),napa cabbage kimchi,S_stir-fried rice with chicken and aubergine,#N/A,steamed sweet rice (add),zucchini soup,dumpling in lemon sauce,stir-fried groundsel,napa cabbage kimchi
S_sweet rice chicken porridge,#N/A,steamed black rice,bean sprout soup,braised mackerel and daikon,seasoned spinach,napa cabbage kimchi,S_rice cake soup,S_milk (150ml),steamed millet rice,Yangsongyi mushroom soy paste soup,beef chop steak,apple salad,napa cabbage kimchi
S_nuts,S_yoghurt (100ml),steamed millet rice,perilla seed vegetables soup,barbequed beef,seasoned daikon,napa cabbage kimchi,S_egg bun with water celery,S_yuzu tea,steamed black rice,spinach soy paste soup,grilled mackerel in curry,seasoned salad with bean sprout,napa cabbage kimchi
S_milk (200ml),#N/A,Choongmoo Gimbap (rice roll),assorted fried fish paste soup,vegetables and quail eggs,radish kimchi cubes,#N/A,S_steamed rice cake with mugwort,S_green plum tea,steamed millet rice,perilla seed daikon soup,stir-fried beef and cabbage,onion in vinegar marinade,napa cabbage kimchi
S_Korean melon,#N/A,steamed millet rice,summer radish soy paste soup,braised tofu in marinade sauce,seasoned cucumber,napa cabbage kimchi,S_mini-Gimbap (rice roll),S_milk (100ml),steamed white rice,mushroom soup,stir-fried tuna and vegetables,deep-fried aubergine,radish kimchi cubes
S_sweet potato porridge,#N/A,steamed sweet brown rice,kimchi soup,braised chicken and beef in soy sauce,seasoned green bean sprout,radish kimchi cubes,S_steamed sweet potato (80g),S_green plum tea,steamed millet rice,beef brisket soy paste stew,tofu nuggets,seasoned dried radish leaves,napa cabbage kimchi
S_kiwi,S_yoghurt (100ml),steamed white rice (add),corn soup,pork cutlet,Fusilli salad (tomato sauce),napa cabbage kimchi,S_boiled egg,S_barley tea,steamed sweet brown rice,potato onion soup,roasted chicken with butter,stir-fried square-shape fried fish paste,radish kimchi cubes
S_sweet rice chicken porridge,#N/A,steamed red bean rice,bean sprout soup,steamed beef rib,seasoned salad with paprika,napa cabbage kimchi,S_yoghurt (100ml),S_buckwheat noodles,steamed white rice,crab soy paste soup,stir-fried shrimp in cream sauce,cabbage salad in yuzu marinade,napa cabbage kimchi
S_scrambled eggs with tomato,#N/A,steamed millet rice,perilla seed seaweed soup,stir-fried pork and pineapple,braised lotus root,napa cabbage kimchi,S_bread + strawberry jam,S_milk (100ml),steamed red bean rice,short rib beef soup,stir-fried anchovy and paprika,seasoned salad with bean sprout,napa cabbage kimchi
S_soy milk (150ml),#N/A,Bibimbap with soy-based barley rice and summer radish,acorn jelly soup,napa cabbage kimchi,stir-fried dried pollack,fried eggs,S_cream sauce spaghetti,#N/A,steamed millet rice,crown daisy soy paste soup,grilled mackerel in curry,salted seaweed,radish kimchi cubes
S_white grape,S_misugaru (mixed grain powder),steamed millet rice,cabbage soy paste soup,pan-fried cuttlefish dumpling (homestyle),seasoned perilla leaf and perilla seed,napa cabbage kimchi,S_mixed noodles with cucumber,S_yoghurt (100ml),steamed mixed-grain rice,salted seaweed soup,stir-fried spicy pork with black mushroom and spring onion,seasoned mushroom and perilla seed,napa cabbage kimchi
S_black sesame porridge,#N/A,steamed mung bean rice,zucchini soy paste soup,barbequed beef,stir-fried oyster mushroom,napa cabbage kimchi,S_snow white rice cake,S_milk (100ml),steamed millet rice,tofu soup,deep-fried cuttlefish rings,seasoned salad with green bean sprout and salted seaweed,napa cabbage kimchi
S_homestyle banana milk,#N/A,curried rice with chicken,chive soup,fish cutlet + tartar sauce,napa cabbage kimchi,#N/A,S_steamed potato,S_melon puree,steamed mung bean rice,clam seaweed soup,stir-fried beef and glass noodles,seasoned zucchini,napa cabbage kimchi
S_mung bean porridge,#N/A,steamed black rice,pork kimchi stew,stir-fried broccoli and shrimp,napa cabbage kimchi,daikon salad,S_choux pastry,S_milk (100ml),steamed white rice,mini-udon (white wheat noodles),stir-fried chicken breast in curry,seasoned herbs with aubergine,napa cabbage kimchi
S_watermelon,#N/A,steamed millet rice,dried pollack soup,braised konjac and quail eggs in soy sauce,potato salad,napa cabbage kimchi,S_half-moon rice cake,S_milk (100ml),steamed black rice,shrimp soup,steamed pork slices,steamed cabbage wraps + soy red chilli paste,radish kimchi cubes
S_milk (150ml),#N/A,steamed white rice,rice cake mandu (dumpling) soup,braised baby anchovy and almond,napa cabbage kimchi,S_orange,S_croissant sandwich,S_barley tea,steamed millet rice,dried mussel soup,vegetables and quail eggs,seasoned bokchoy,napa cabbage kimchi
S_homestyle blueberry milk,#N/A,steamed millet rice,chicken vegetables soup,pan-fried white fish,stir-fried cucumber and perilla seed,napa cabbage kimchi,S_buckwheat noodles,#N/A,steamed sweet millet rice,potato onion soup,stir-fried beef and rice cake,salted seaweed,napa cabbage kimchi
S_abalone porridge,#N/A,steamed sweet brown rice,fried tofu soy paste soup,barbequed duck,summer radish,napa cabbage kimchi,S_nuts,S_yoghurt (100ml),steamed millet rice,cod soup,stir-fried oyster mushroom,pan-fried corn,napa cabbage kimchi
S_milk (100ml),S_cherry tomato,steamed white rice,meat ball spaghetti,broccoli soup,onion in vinegar marinade,napa cabbage kimchi,S_sweet pumpkin honey steam,#N/A,fried tofu rice ball with spring parsley,chive egg  soup,roasted smoked duck,beet and daikon in vinegar marinade,napa cabbage kimchi
S_sweet pumpkin porridge,#N/A,steamed black rice,soft tofu soup (mild flavor),braised cuttlefish in soy sauce,seasoned fuki stem and perilla seed,napa cabbage kimchi,S_pizza bread,S_milk (100ml),steamed white rice,bone soup,stir-fried meat ball and vegetables,napa cabbage kimchi,seasoned salad with cucumber
S_fruit salad (mayonnaise),#N/A,steamed millet rice,mild kimchi soup,stir-fried beef and carrot,seasoned salad with green bean sprout and salted seaweed,radish kimchi cubes,S_Yaksik (sweet rice with jujube),S_milk (100ml),steamed black rice,thin-sliced cuttlefish daikon soup,soft tofu + black sesame sauce,Korean melon salad,napa cabbage kimchi
S_soy milk (150ml),#N/A,tuna rice ball,perilla seed daikon soup,braised eggs in soy sauce,S_watermelon,napa cabbage kimchi,S_milk (100ml),S_madeleine,steamed millet rice,green bean sprout soup,chop steak,stir-fried fried fish paste bowl,napa cabbage kimchi
S_banana,S_yoghurt (100ml),steamed millet rice,bean powder napa cabbage soup,braised chicken and walnut,seasoned salad with sweet potato stem in soy paste,radish kimchi cubes,S_stir-fried rice with tuna and aubergine,#N/A,steamed white rice (add),Sujebi with potato,stir-fried tuna and kimchi,napa cabbage kimchi,cucumber in vinegar marinade
S_mushroom porridge,#N/A,steamed corn rice,bean sprout soup,stir-fried pork and aubergine,stir-fried dried shrimp and zucchini,napa cabbage kimchi,S_watermelon punch,#N/A,steamed millet rice,summer radish soy paste soup,stir-fried chicken with cheese,seasoned sweet potato stem and perilla seed,radish kimchi cubes
S_peach (yellow),#N/A,tomato shrimp stir-fried rice,egg soup,napa cabbage kimchi,braised burdock slices,S_cheese stick,S_milk (100ml),S_steamed bread with vegetables,steamed corn rice,zucchini soup,steamed pork and bean sprout,seasoned chard,napa cabbage kimchi
S_corn soup,#N/A,steamed mung bean rice,chard soup,braised Spanish mackerel and daikon,stir-fried potato,napa cabbage kimchi,S_surichui rice cake,S_milk (100ml),steamed white rice,chive egg  soup,steamed seafood,seasoned salad with overripe cucumber,napa cabbage kimchi
S_orange,#N/A,steamed millet rice,beef seaweed soup,Mapa tofu,deep-fried broccoli,radish kimchi cubes,S_milk (100ml),S_cheese bread,steamed mung bean rice,potato soy paste stew,grilled Spanish mackerel in curry,braised daikon,napa cabbage kimchi
S_soy milk (150ml),S_kiwi,steamed white rice (add),banquet noodles,stir-fried soft crab and paprika,cabbage in vinegar marinade,radish kimchi cubes,S_roasted potato wedge,S_grape juice,steamed millet rice,beef daikon soup,braised tofu in marinade sauce,parboiled broccoli (black sesame sauce),napa cabbage kimchi
S_kiwi,S_yoghurt (100ml),steamed sweet brown rice,mussel soup,braised beef shreds,stir-fried mini-Saesongyi mushroom,napa cabbage kimchi,S_pancake,S_soy milk (100ml),steamed white rice,chicken bone soup,pan-fried Pyogo mushroom with eggs,seasoned daikon and perilla seed,napa cabbage kimchi
S_beef veggie porridge,#N/A,steamed red bean rice,mild soft tofu stew,grilled cutlassfish,cucumber in vinegar marinade,napa cabbage kimchi,S_milk with misugaru (mixed grain powder),#N/A,steamed sweet brown rice,fried fish paste soup,stir-fried beef and paprika,seasoned salad with dried sea lettuce,napa cabbage kimchi
S_watermelon,#N/A,stir-fried rice with shrimp in curry,perilla seed daikon soup,roasted chicken with butter,stir-fried oyster mushroom,radish kimchi cubes,S_French toast,S_milk (100ml),steamed white rice,salted seaweed soup,braised cutlassfish,seasoned zucchini,napa cabbage kimchi
S_cod veggie porridge,#N/A,steamed millet rice,potato soup,stir-fried cuttlefish + plain noodles,seasoned salad with acorn jelly,napa cabbage kimchi,S_steamed mandu (dumpling),S_milk (100ml),steamed black rice,oyster mushroom soup,stir-fried chicken breast and green bean sprout,seasoned fuki stem and perilla seed,napa cabbage kimchi
S_homestyle blueberry milk,#N/A,steamed sweet millet rice,freshwater snail soy paste stew,steamed pork slices,steamed cabbage wraps + soy red chilli paste,radish kimchi cubes,S_Baram rice cake (with bean paste),S_green plum tea,steamed millet rice,thin-sliced cuttlefish daikon soup,tofu steak,napa cabbage kimchi,cucumber in vinegar marinade
S_soy milk (150ml),#N/A,steamed white rice (add),banquet noodles,pan-fried seafood dumpling,napa cabbage kimchi,#N/A,S_steamed corn,S_milk (100ml),steamed sweet millet rice,soft tofu soup (mild flavor),stir-fried pork in soy sauce,stir-fried perilla leaf,radish kimchi cubes
S_melon,S_milk (100ml),steamed sweet millet rice,mild seafood noodle soup,stir-fried broccoli and eggs,napa cabbage kimchi,beet and daikon in vinegar marinade,S_rice ball with fried tofu and spring parsley,#N/A,steamed white rice,mini-ball rice cake seaweed soup,stir-fried pork and chive with glass noodles,stir-fried bokchoy,radish kimchi cubes
S_sweet potato porridge,#N/A,steamed black rice,winter cabbage soy paste soup,stir-fried spicy pork,stir-fried mini-Saesongyi mushroom,napa cabbage kimchi,S_yellow steamed rice cake,S_barley tea,steamed sweet millet rice,beef green bean sprout soup,pan-fried white fish,seasoned cucumber,napa cabbage kimchi
S_plum,#N/A,steamed white rice (add),chilled buckwheat noodles,braised quail eggs in soy sauce,banana apple kiwi salad,napa cabbage kimchi,S_pizza bread,S_milk (100ml),steamed black rice (add),Sujebi,Korean beef kebab,stir-fried summer radish,radish kimchi cubes
S_carrot soup,#N/A,steamed millet rice,fried fish paste soup,(low-salt) braised chicken and sweet pumpkin,radish kimchi cubes,deep-fried lotus root,S_mixed noodles with cucumber,#N/A,steamed white rice,dried shrimp curled mallow soy paste soup,quail egg mayonnaise salad,(chilli powder-free) seasoned salad with overripe cucumber,napa cabbage kimchi
S_apple,#N/A,steamed millet rice,"mini-mandu (dumpling) soup (without eggs, processed mandu)",rolled omelette with cheese,bracken,napa cabbage kimchi,S_cereal,S_milk (100ml),steamed millet rice,cabbage soy paste soup,stir-fried chicken in soy sauce without bones,(low-salt) braised lotus root,radish kimchi cubes
S_soy milk (150ml),#N/A,beef bean sprout rice + marinade sauce,chard soy paste soup,Fusilli salad (tomato sauce),napa cabbage kimchi,#N/A,S_milk with misugaru (mixed grain powder),#N/A,steamed millet rice,potato soup,Mapa tofu,pan-fried corn,napa cabbage kimchi
S_kiwi,#N/A,steamed sweet millet rice,bean sprout soup,stir-fried pork in curry,potato raisin salad,radish kimchi cubes,S_jam sandwich,S_milk (100ml),steamed white rice,chive soup,stir-fried beef brisket and green bean sprout,seasoned zucchini,napa cabbage kimchi
S_beef porridge,#N/A,steamed millet rice,kimchi soup,barbequed duck,pan-fried chive,radish kimchi cubes,S_steamed potato,S_milk (100ml),steamed sweet millet rice,perilla seed zucchini soup,braised pork in soy sauce,stir-fried potato,napa cabbage kimchi
S_Korean melon salad,#N/A,omelette rice,winter mushroom soy paste soup,royal-style tteokbokki (stir-fried rice cake),cucumber in vinegar marinade,radish kimchi cubes,S_snow white rice cake,S_milk (100ml),steamed millet rice,beef soup,barbequed duck,seasoned salad with lettuce in vinegar marinade,radish kimchi cubes
S_aubergine porridge,#N/A,steamed white rice,chicken bone soup,braised tofu in marinade sauce,seasoned zucchini,napa cabbage kimchi,S_fermented rice cake,S_milk (100ml),steamed mixed-grain rice,soft crab tofu soup,barbequed beef,braised konjac and fried fish paste,napa cabbage kimchi
S_white grape,S_yoghurt (100ml),steamed sweet millet rice,chive egg  soup,steamed seafood,seasoned salad with green bean sprout and salted seaweed,napa cabbage kimchi,S_bread roll,S_green plum tea,steamed white rice,zucchini soy paste soup,tofu nuggets,seasoned salad with aubergine,napa cabbage kimchi
S_soy milk (150ml),#N/A,chicken-mayo rice bowl,mushroom soup,seasoned bokchoy,radish kimchi cubes,#N/A,S_Yaksik (sweet rice with jujube),S_milk (100ml),steamed sweet millet rice,napa cabbage soup,stir-fried pork and garlic stem,mung bean jelly salad,radish kimchi cubes
S_peach (yellow),S_yoghurt (100ml),steamed white rice,dried pollack soup,braised pork roll with rice cake,onion in vinegar marinade,radish kimchi cubes,S_tomato spaghetti,#N/A,steamed millet rice,short rib beef soup,scrambled eggs with tomato,(low-salt ， low-sugar) braised burdock slices,napa cabbage kimchi
S_spring parsley porridge,#N/A,steamed black rice,curled mallow soy paste soup,stir-fried chicken breast and aubergine,seasoned salad with overripe cucumber,napa cabbage kimchi,S_sponge cake,S_milk (100ml),steamed white rice,bean powder napa cabbage soup,(homestyle) roasted pork roll with rice cake,bracken,radish kimchi cubes
S_cherry tomato,S_cheese bread,Bibimbap with soy-based barley rice and summer radish,bokchoy soup,(chilli powder-free) seasoned salad with acorn jelly,radish kimchi cubes,#N/A,S_anchovy rice ball,S_milk (100ml),steamed black rice,mild chicken stew,soft tofu + black sesame sauce,stir-fried fried fish paste bowl,napa cabbage kimchi
